Frame,Vehicle,Speed (km/h),Overspeed
806,truck,4.5,No
806,truck,22.5,No
806,car,22.5,No
806,truck,18.0,No
806,car,6.36,No
806,car,38.18,No
806,bus,12.73,No
806,car,0.0,No
806,car,28.46,No
807,car,10.06,No
807,car,12.73,No
807,truck,4.5,No
807,truck,13.5,No
807,car,10.06,No
807,truck,10.06,No
807,car,9.0,No
807,car,38.18,No
807,bus,14.23,No
807,car,6.36,No
807,car,125.03,Yes
807,car,16.22,No
808,car,12.73,No
808,car,16.22,No
808,truck,4.5,No
808,truck,6.36,No
808,car,20.12,No
808,truck,0.0,No
808,car,9.0,No
808,car,35.15,No
808,bus,6.36,No
808,car,6.36,No
808,car,142.3,Yes
808,car,10.06,No
809,car,9.0,No
809,car,16.22,No
809,truck,4.5,No
809,truck,16.22,No
809,car,25.46,No
809,truck,6.36,No
809,car,10.06,No
809,car,32.45,No
809,bus,0.0,No
809,car,4.5,No
809,car,129.8,Yes
809,car,18.55,No
809,car,4.5,No
810,car,10.06,No
810,car,12.73,No
810,truck,0.0,No
810,truck,9.0,No
810,car,20.12,No
810,truck,10.06,No
810,car,6.36,No
810,car,35.15,No
810,bus,10.06,No
810,car,14.23,No
810,car,128.94,Yes
810,car,22.95,No
810,car,16.22,No
811,car,10.06,No
811,car,10.06,No
811,truck,0.0,No
811,truck,4.5,No
811,car,20.12,No
811,truck,4.5,No
811,car,46.33,No
811,car,28.81,No
811,bus,4.5,No
811,car,4.5,No
811,car,108.84,Yes
811,car,14.23,No
811,car,10.06,No
812,car,10.06,No
812,car,16.22,No
812,truck,0.0,No
812,truck,9.0,No
812,car,20.12,No
812,truck,6.36,No
812,car,16.22,No
812,car,38.71,No
812,bus,4.5,No
812,car,10.06,No
812,car,101.12,Yes
812,car,10.06,No
812,car,10.06,No
813,car,12.73,No
813,car,10.06,No
813,truck,0.0,No
813,truck,19.09,No
813,car,14.23,No
813,bus,18.55,No
813,car,25.46,No
813,car,25.46,No
813,truck,13.5,No
813,car,10.06,No
813,car,86.56,Yes
813,car,9.0,No
813,car,4.5,No
814,car,6.36,No
814,car,10.06,No
814,truck,0.0,No
814,truck,4.5,No
814,car,13.5,No
814,bus,6.36,No
814,car,14.23,No
814,car,25.46,No
814,truck,4.5,No
814,car,4.5,No
814,car,102.71,Yes
814,car,16.22,No
814,car,6.36,No
815,car,6.36,No
815,car,10.06,No
815,truck,0.0,No
815,truck,10.06,No
815,car,20.12,No
815,bus,4.5,No
815,car,12.73,No
815,car,28.81,No
815,truck,6.36,No
815,car,72.56,Yes
815,car,20.12,No
815,car,10.06,No
816,car,14.23,No
816,car,10.06,No
816,truck,0.0,No
816,car,19.09,No
816,car,30.19,No
816,truck,6.36,No
816,car,28.81,No
816,car,78.72,Yes
816,car,14.23,No
817,car,6.36,No
817,car,10.06,No
817,truck,0.0,No
817,truck,16.22,No
817,car,18.55,No
817,truck,6.36,No
817,car,28.81,No
817,car,68.54,Yes
817,car,16.22,No
817,car,6.36,No
817,car,20.12,No
817,car,4.5,No
818,car,10.06,No
818,car,10.06,No
818,truck,0.0,No
818,truck,4.5,No
818,car,24.23,No
818,truck,4.5,No
818,car,22.5,No
818,car,66.44,Yes
818,car,20.12,No
818,car,10.06,No
818,car,18.55,No
818,car,6.36,No
819,car,10.06,No
819,car,14.23,No
819,truck,6.36,No
819,truck,10.06,No
819,car,25.46,No
819,truck,4.5,No
819,car,26.24,No
819,car,52.67,No
819,car,16.22,No
819,car,10.06,No
819,car,14.23,No
819,car,10.06,No
820,car,10.06,No
820,car,10.06,No
820,truck,0.0,No
820,truck,10.06,No
820,car,22.5,No
820,truck,4.5,No
820,car,28.81,No
820,car,73.81,Yes
820,car,20.12,No
820,car,6.36,No
820,car,9.0,No
820,car,6.36,No
821,car,10.06,No
821,car,12.73,No
821,truck,0.0,No
821,truck,12.73,No
821,car,28.81,No
821,truck,6.36,No
821,car,20.12,No
821,car,54.93,No
821,car,16.22,No
821,car,6.36,No
821,car,10.06,No
822,car,9.0,No
822,car,9.0,No
822,truck,0.0,No
822,truck,9.0,No
822,car,24.23,No
822,truck,4.5,No
822,car,28.81,No
822,car,56.38,No
822,car,16.22,No
822,car,9.0,No
822,car,6.36,No
823,car,9.0,No
823,car,12.73,No
823,truck,0.0,No
823,truck,12.73,No
823,car,24.23,No
823,truck,9.0,No
823,car,22.5,No
823,car,62.52,Yes
823,car,20.12,No
823,car,14.23,No
823,car,12.73,No
824,car,4.5,No
824,car,10.06,No
824,truck,0.0,No
824,truck,0.0,No
824,car,24.23,No
824,truck,4.5,No
824,car,26.24,No
824,car,44.32,No
824,car,14.23,No
824,car,14.23,No
824,car,10.06,No
825,car,9.0,No
825,car,10.06,No
825,truck,12.73,No
825,car,30.19,No
825,truck,4.5,No
825,car,20.12,No
825,car,48.67,No
825,car,20.12,No
825,car,20.12,No
825,car,9.0,No
826,car,4.5,No
826,car,10.06,No
826,truck,6.36,No
826,car,24.23,No
826,truck,4.5,No
826,car,22.5,No
826,car,44.32,No
826,car,10.06,No
826,car,6.36,No
826,car,10.06,No
827,car,10.06,No
827,car,6.36,No
827,truck,6.36,No
827,car,24.23,No
827,truck,4.5,No
827,car,16.22,No
827,car,37.11,No
827,car,22.5,No
827,car,10.06,No
828,car,9.0,No
828,car,19.09,No
828,truck,10.06,No
828,car,25.46,No
828,truck,4.5,No
828,car,16.22,No
828,car,31.82,No
828,car,22.5,No
828,car,10.06,No
828,bus,14.23,No
829,car,10.06,No
829,car,4.5,No
829,truck,4.5,No
829,car,42.69,No
829,truck,0.0,No
829,car,22.5,No
829,car,44.55,No
829,car,18.55,No
829,car,12.73,No
829,car,10.06,No
830,car,4.5,No
830,car,6.36,No
830,truck,4.5,No
830,car,28.81,No
830,truck,4.5,No
830,car,19.09,No
830,car,38.71,No
830,car,20.12,No
830,car,12.73,No
830,car,13.5,No
831,car,9.0,No
831,car,4.5,No
831,truck,9.0,No
831,car,28.81,No
831,truck,6.36,No
831,car,20.12,No
831,car,45.0,No
831,car,28.81,No
831,car,10.06,No
831,car,9.0,No
832,car,6.36,No
832,car,6.36,No
832,truck,4.5,No
832,car,34.27,No
832,truck,4.5,No
832,car,22.5,No
832,car,36.28,No
832,car,22.5,No
832,car,12.73,No
832,car,12.73,No
833,car,4.5,No
833,car,18.55,No
833,car,36.28,No
833,car,34.27,No
833,truck,6.36,No
833,car,25.46,No
833,car,38.71,No
833,car,12.73,No
833,car,6.36,No
833,car,10.06,No
834,car,0.0,No
834,car,0.0,No
834,car,6.36,No
834,car,36.28,No
834,truck,9.0,No
834,car,14.23,No
834,car,28.81,No
834,car,24.23,No
834,car,10.06,No
834,car,12.73,No
834,bus,12.73,No
835,car,12.73,No
835,car,10.06,No
835,car,6.36,No
835,car,26.24,No
835,bus,6.36,No
835,car,12.73,No
835,car,30.19,No
835,car,26.24,No
835,car,4.5,No
835,car,10.06,No
835,truck,4.5,No
836,car,4.5,No
836,car,10.06,No
836,car,4.5,No
836,car,40.25,No
836,bus,6.36,No
836,car,16.22,No
836,car,32.76,No
836,car,26.24,No
836,car,14.23,No
836,car,4.5,No
836,truck,4.5,No
837,car,0.0,No
837,car,10.06,No
837,car,38.71,No
837,car,16.22,No
837,car,22.95,No
837,car,19.09,No
837,car,10.06,No
837,car,16.22,No
837,truck,9.0,No
838,car,10.06,No
838,car,6.36,No
838,car,36.28,No
838,car,18.55,No
838,car,32.45,No
838,car,24.23,No
838,car,18.55,No
838,car,9.0,No
838,truck,10.06,No
839,car,0.0,No
839,car,4.5,No
839,car,44.32,No
839,car,16.22,No
839,car,20.12,No
839,car,22.5,No
839,car,12.73,No
839,car,10.06,No
839,truck,10.06,No
839,car,4.5,No
839,truck,9.0,No
840,car,6.36,No
840,car,10.06,No
840,car,46.33,No
840,car,19.09,No
840,car,24.23,No
840,car,30.19,No
840,car,14.23,No
840,car,10.06,No
840,truck,14.23,No
840,car,4.5,No
840,truck,4.5,No
841,car,10.06,No
841,car,6.36,No
841,car,42.45,No
841,car,12.73,No
841,car,26.24,No
841,car,22.5,No
841,car,12.73,No
841,car,12.73,No
841,truck,6.36,No
841,car,9.0,No
841,truck,4.5,No
842,car,6.36,No
842,car,10.06,No
842,car,36.28,No
842,car,12.73,No
842,car,20.12,No
842,car,20.12,No
842,car,16.22,No
842,car,12.73,No
842,truck,0.0,No
842,car,4.5,No
842,truck,0.0,No
843,car,4.5,No
843,car,6.36,No
843,car,50.31,No
843,car,14.23,No
843,car,28.81,No
843,car,28.81,No
843,car,12.73,No
843,car,6.36,No
843,truck,6.36,No
843,car,14.23,No
843,truck,4.5,No
844,car,4.5,No
844,car,4.5,No
844,car,50.31,No
844,car,16.22,No
844,car,28.81,No
844,car,25.46,No
844,car,12.73,No
844,car,16.22,No
844,truck,9.0,No
844,car,10.06,No
844,truck,4.5,No
845,car,0.0,No
845,car,13.5,No
845,car,48.67,No
845,car,12.73,No
845,car,22.5,No
845,car,32.45,No
845,car,14.23,No
845,car,10.06,No
845,truck,6.36,No
845,car,18.55,No
845,truck,6.36,No
846,car,6.36,No
846,car,6.36,No
846,car,54.37,No
846,car,20.12,No
846,car,24.23,No
846,car,26.24,No
846,car,6.36,No
846,car,10.06,No
846,truck,6.36,No
846,car,10.06,No
846,truck,6.36,No
847,car,4.5,No
847,car,10.06,No
847,car,52.48,No
847,car,10.06,No
847,car,16.22,No
847,car,30.19,No
847,car,18.55,No
847,car,10.06,No
847,truck,10.06,No
847,car,10.06,No
847,truck,10.06,No
848,car,4.5,No
848,car,6.36,No
848,car,54.93,No
848,car,12.73,No
848,car,20.12,No
848,car,31.82,No
848,car,12.73,No
848,car,4.5,No
848,truck,10.06,No
848,car,6.36,No
848,truck,6.36,No
849,car,4.5,No
849,car,10.06,No
849,car,62.52,Yes
849,car,12.73,No
849,car,14.23,No
849,car,28.81,No
849,car,22.95,No
849,car,22.5,No
849,truck,6.36,No
849,car,4.5,No
849,bus,6.36,No
850,car,6.36,No
850,car,6.36,No
850,car,52.67,No
850,car,10.06,No
850,car,16.22,No
850,car,32.45,No
850,car,14.23,No
850,car,10.06,No
850,truck,9.0,No
850,car,6.36,No
850,truck,4.5,No
851,car,9.0,No
851,car,6.36,No
851,car,68.69,Yes
851,car,16.22,No
851,car,16.22,No
851,car,28.81,No
851,car,19.09,No
851,car,10.06,No
851,truck,4.5,No
851,car,9.0,No
851,truck,4.5,No
851,car,9.0,No
852,car,0.0,No
852,car,68.69,Yes
852,car,10.06,No
852,car,26.24,No
852,car,35.15,No
852,car,22.5,No
852,car,14.23,No
852,truck,4.5,No
852,car,9.0,No
852,bus,4.5,No
852,car,4.5,No
853,car,9.0,No
853,car,66.44,Yes
853,car,20.12,No
853,car,24.23,No
853,car,32.45,No
853,car,16.22,No
853,car,10.06,No
853,truck,4.5,No
853,car,13.5,No
853,truck,4.5,No
853,car,6.36,No
854,car,6.36,No
854,car,68.69,Yes
854,car,9.0,No
854,car,19.09,No
854,car,40.25,No
854,car,16.22,No
854,car,16.22,No
854,truck,10.06,No
854,car,13.5,No
854,bus,6.36,No
854,car,4.5,No
855,car,4.5,No
855,car,80.5,Yes
855,car,10.06,No
855,car,10.06,No
855,car,35.15,No
855,car,20.12,No
855,car,16.22,No
855,truck,0.0,No
855,car,10.06,No
855,truck,0.0,No
855,car,0.0,No
856,car,0.0,No
856,car,72.56,Yes
856,car,9.0,No
856,car,16.22,No
856,car,41.49,No
856,car,22.5,No
856,car,10.06,No
856,truck,12.73,No
856,car,6.36,No
856,truck,0.0,No
856,car,10.06,No
857,car,10.06,No
857,car,84.91,Yes
857,car,10.06,No
857,car,16.22,No
857,car,42.45,No
857,car,20.12,No
857,car,16.22,No
857,bus,81.12,Yes
857,car,4.5,No
857,car,6.36,No
858,car,4.5,No
858,car,94.61,Yes
858,car,10.06,No
858,car,16.22,No
858,car,38.18,No
858,car,26.24,No
858,car,14.23,No
858,car,16.22,No
858,car,10.06,No
859,car,4.5,No
859,car,94.93,Yes
859,car,12.73,No
859,car,10.06,No
859,car,36.28,No
859,car,24.23,No
859,car,16.22,No
859,car,10.06,No
859,car,4.5,No
860,car,6.36,No
860,car,102.71,Yes
860,car,12.73,No
860,car,10.06,No
860,car,47.84,No
860,car,16.22,No
860,car,16.22,No
860,car,12.73,No
860,car,0.0,No
861,car,10.06,No
861,car,98.8,Yes
861,car,14.23,No
861,car,14.23,No
861,car,42.45,No
861,car,26.24,No
861,car,6.36,No
861,car,10.06,No
861,car,0.0,No
862,car,9.0,No
862,car,110.69,Yes
862,car,6.36,No
862,car,24.23,No
862,car,47.84,No
862,car,25.46,No
862,car,6.36,No
862,car,6.36,No
862,car,6.36,No
862,car,4.5,No
863,car,4.5,No
863,car,111.14,Yes
863,car,9.0,No
863,car,12.73,No
863,car,54.93,No
863,car,26.24,No
863,car,12.73,No
863,car,9.0,No
863,car,0.0,No
863,car,4.5,No
864,car,0.0,No
864,car,125.03,Yes
864,car,12.73,No
864,car,10.06,No
864,car,51.31,No
864,car,22.5,No
864,car,22.5,No
864,car,6.36,No
864,car,4.5,No
864,car,4.5,No
865,car,13.5,No
865,car,132.88,Yes
865,car,6.36,No
865,car,10.06,No
865,car,51.31,No
865,car,30.19,No
865,car,16.22,No
865,car,14.23,No
865,car,4.5,No
865,car,0.0,No
866,car,4.5,No
866,car,89.1,Yes
866,car,16.22,No
866,car,16.22,No
866,car,54.19,No
866,car,28.81,No
866,car,19.09,No
866,car,10.06,No
866,car,9.0,No
866,car,6.36,No
866,car,133.79,Yes
867,car,6.36,No
867,car,72.7,Yes
867,car,4.5,No
867,car,12.73,No
867,car,61.21,Yes
867,car,38.71,No
867,car,19.09,No
867,car,14.23,No
867,car,6.36,No
867,car,0.0,No
867,car,264.74,Yes
868,car,6.36,No
868,car,76.9,Yes
868,car,12.73,No
868,car,18.55,No
868,car,51.31,No
868,car,24.23,No
868,car,22.5,No
868,car,14.23,No
868,car,4.5,No
868,car,4.5,No
868,car,206.85,Yes
869,car,10.06,No
869,car,81.12,Yes
869,car,6.36,No
869,car,10.06,No
869,car,64.9,Yes
869,car,32.45,No
869,car,14.23,No
869,car,10.06,No
869,car,0.0,No
869,car,6.36,No
869,car,153.59,Yes
869,truck,10.06,No
870,car,6.36,No
870,car,6.36,No
870,car,67.5,Yes
870,car,30.19,No
870,car,6.36,No
870,car,12.73,No
870,car,4.5,No
870,car,4.5,No
870,car,149.04,Yes
870,truck,4.5,No
870,car,4.5,No
871,car,6.36,No
871,car,20.12,No
871,car,70.29,Yes
871,car,32.45,No
871,car,19.09,No
871,car,10.06,No
871,car,4.5,No
871,car,0.0,No
871,car,146.92,Yes
871,truck,9.0,No
871,car,9.0,No
872,car,10.06,No
872,car,10.06,No
872,car,66.9,Yes
872,car,41.49,No
872,car,19.09,No
872,car,12.73,No
872,car,0.0,No
872,car,143.51,Yes
872,truck,0.0,No
872,car,10.06,No
873,car,10.06,No
873,car,10.06,No
873,car,73.81,Yes
873,car,36.28,No
873,car,16.22,No
873,car,18.55,No
873,car,0.0,No
873,car,137.16,Yes
873,truck,6.36,No
873,car,6.36,No
874,car,10.06,No
874,car,10.06,No
874,car,87.37,Yes
874,car,42.45,No
874,car,22.5,No
874,car,16.22,No
874,car,14.23,No
874,car,117.78,Yes
874,car,4.5,No
874,car,14.23,No
874,car,6.36,No
875,car,10.06,No
875,car,10.06,No
875,car,90.0,Yes
875,car,46.33,No
875,car,18.55,No
875,car,10.06,No
875,car,0.0,No
875,car,114.73,Yes
875,car,6.36,No
875,car,4.5,No
875,car,10.06,No
876,car,10.06,No
876,car,12.73,No
876,car,86.44,Yes
876,car,45.0,No
876,car,19.09,No
876,car,14.23,No
876,car,105.05,Yes
876,truck,6.36,No
876,car,0.0,No
876,car,9.0,No
877,car,12.73,No
877,car,6.36,No
877,car,96.3,Yes
877,car,45.0,No
877,car,19.09,No
877,car,14.23,No
877,car,99.1,Yes
877,truck,10.06,No
877,car,10.06,No
877,car,12.73,No
878,car,6.36,No
878,car,14.23,No
878,car,99.1,Yes
878,car,48.67,No
878,car,22.5,No
878,car,24.23,No
878,car,102.02,Yes
878,truck,4.5,No
878,car,9.0,No
879,car,12.73,No
879,car,10.06,No
879,car,106.2,Yes
879,car,54.93,No
879,car,28.81,No
879,car,10.06,No
879,car,95.46,Yes
879,truck,10.06,No
879,car,10.06,No
880,car,10.06,No
880,car,14.23,No
880,car,112.5,Yes
880,car,54.37,No
880,car,22.5,No
880,car,20.12,No
880,car,76.37,Yes
880,truck,6.36,No
880,car,9.0,No
880,car,13.5,No
881,car,9.0,No
881,car,9.0,No
881,car,121.58,Yes
881,car,54.19,No
881,car,22.5,No
881,car,19.09,No
881,car,77.42,Yes
881,car,4.5,No
881,car,6.36,No
881,car,4.5,No
881,car,4.5,No
882,car,4.5,No
882,car,6.36,No
882,car,118.8,Yes
882,car,66.44,Yes
882,car,19.09,No
882,car,22.5,No
882,car,79.61,Yes
882,car,4.5,No
882,car,4.5,No
882,car,4.5,No
882,car,12.73,No
883,car,4.5,No
883,car,4.5,No
883,car,138.63,Yes
883,car,68.69,Yes
883,car,26.24,No
883,car,18.55,No
883,car,66.9,Yes
883,truck,4.5,No
883,car,4.5,No
883,car,0.0,No
883,car,10.06,No
884,car,6.36,No
884,car,10.06,No
884,car,144.91,Yes
884,car,71.15,Yes
884,car,22.5,No
884,car,26.24,No
884,car,70.29,Yes
884,truck,4.5,No
884,car,6.36,No
884,car,13.5,No
884,car,4.5,No
885,car,6.36,No
885,car,6.36,No
885,car,178.47,Yes
885,car,74.89,Yes
885,car,28.81,No
885,car,16.22,No
885,car,63.64,Yes
885,truck,4.5,No
885,car,9.0,No
885,car,9.0,No
885,car,4.5,No
886,truck,4.5,No
886,car,16.22,No
886,car,160.24,Yes
886,car,82.61,Yes
886,car,28.81,No
886,car,20.12,No
886,car,66.9,Yes
886,truck,9.0,No
886,car,9.0,No
886,car,6.36,No
886,car,9.0,No
887,car,4.5,No
887,car,0.0,No
887,car,122.83,Yes
887,car,77.42,Yes
887,car,16.22,No
887,car,20.12,No
887,car,57.63,No
887,truck,6.36,No
887,car,4.5,No
887,car,12.73,No
887,car,6.36,No
888,car,6.36,No
888,car,14.23,No
888,car,105.92,Yes
888,car,97.35,Yes
888,car,25.46,No
888,car,22.5,No
888,car,60.54,Yes
888,car,6.36,No
888,car,6.36,No
888,car,4.5,No
888,car,0.0,No
888,car,4.5,No
889,car,6.36,No
889,car,133.26,Yes
889,car,103.6,Yes
889,car,31.82,No
889,car,26.24,No
889,car,66.9,Yes
889,car,0.0,No
889,car,6.36,No
889,car,13.5,No
889,car,10.06,No
889,car,4.5,No
890,car,16.22,No
890,car,159.48,Yes
890,car,101.12,Yes
890,car,32.45,No
890,car,24.23,No
890,car,47.84,No
890,truck,10.06,No
890,car,4.5,No
890,car,9.0,No
890,car,6.36,No
890,car,9.0,No
890,traffic light,9.0,No
891,car,9.0,No
891,car,111.14,Yes
891,car,25.46,No
891,car,26.24,No
891,car,44.55,No
891,truck,10.06,No
891,car,6.36,No
891,car,16.22,No
891,car,6.36,No
891,car,0.0,No
891,traffic light,4.5,No
891,car,6.36,No
892,car,4.5,No
892,car,126.08,Yes
892,car,36.28,No
892,car,26.24,No
892,car,47.84,No
892,truck,9.0,No
892,car,6.36,No
892,car,12.73,No
892,car,6.36,No
892,car,4.5,No
892,traffic light,4.5,No
892,truck,18.0,No
893,car,18.55,No
893,car,143.58,Yes
893,car,31.82,No
893,car,28.81,No
893,car,47.84,No
893,truck,0.0,No
893,car,6.36,No
893,car,9.0,No
893,truck,10.06,No
893,car,4.5,No
893,traffic light,4.5,No
893,truck,27.37,No
894,car,13.5,No
894,car,156.01,Yes
894,car,32.45,No
894,car,28.81,No
894,car,44.55,No
894,truck,4.5,No
894,car,6.36,No
894,car,13.5,No
894,traffic light,4.5,No
895,car,13.5,No
895,car,164.79,Yes
895,car,38.18,No
895,car,30.19,No
895,car,41.49,No
895,car,10.06,No
895,car,10.06,No
895,car,4.5,No
895,traffic light,0.0,No
896,car,20.12,No
896,car,188.46,Yes
896,car,38.71,No
896,car,38.18,No
896,car,47.84,No
896,car,4.5,No
896,car,6.36,No
896,car,4.5,No
897,car,9.0,No
897,car,218.47,Yes
897,car,28.81,No
897,car,34.27,No
897,car,41.49,No
897,car,4.5,No
897,car,6.36,No
897,car,9.0,No
898,car,10.06,No
898,car,225.0,Yes
898,car,35.15,No
898,car,30.19,No
898,car,41.49,No
898,car,4.5,No
898,car,6.36,No
898,car,9.0,No
899,car,10.06,No
899,car,194.13,Yes
899,car,38.71,No
899,car,36.28,No
899,car,41.49,No
899,car,4.5,No
899,car,4.5,No
899,car,0.0,No
900,car,9.0,No
900,car,171.06,Yes
900,car,38.18,No
900,car,38.71,No
900,car,35.15,No
900,car,6.36,No
900,car,9.0,No
900,car,16.22,No
901,car,6.36,No
901,car,38.71,No
901,car,30.19,No
901,car,31.82,No
901,car,4.5,No
901,car,10.06,No
901,car,10.06,No
902,car,10.06,No
902,car,47.84,No
902,car,46.33,No
902,car,28.81,No
902,car,6.36,No
902,car,10.06,No
902,car,9.0,No
903,car,6.36,No
903,car,51.31,No
903,car,38.71,No
903,car,38.18,No
903,car,0.0,No
903,car,6.36,No
903,car,4.5,No
903,car,6.36,No
904,car,9.0,No
904,car,38.71,No
904,car,51.31,No
904,car,31.82,No
904,car,4.5,No
904,car,6.36,No
904,car,4.5,No
904,car,10.06,No
905,car,10.06,No
905,car,54.19,No
905,car,48.67,No
905,car,25.46,No
905,car,0.0,No
905,car,10.06,No
905,car,4.5,No
905,car,0.0,No
906,car,16.22,No
906,car,47.84,No
906,car,50.31,No
906,car,28.81,No
906,car,12.73,No
906,car,19.09,No
906,car,0.0,No
906,car,9.0,No
907,car,9.0,No
907,car,54.19,No
907,car,56.38,No
907,car,35.15,No
907,car,4.5,No
907,car,10.06,No
907,car,9.0,No
907,car,4.5,No
907,car,6.36,No
908,car,4.5,No
908,car,51.31,No
908,car,48.67,No
908,car,25.46,No
908,car,6.36,No
908,car,6.36,No
908,car,4.5,No
908,car,0.0,No
908,car,6.36,No
909,car,10.06,No
909,car,54.93,No
909,car,62.52,Yes
909,car,26.24,No
909,car,4.5,No
909,car,12.73,No
909,car,4.5,No
909,car,10.06,No
909,car,4.5,No
909,truck,12.73,No
909,traffic light,0.0,No
910,car,10.06,No
910,car,63.96,Yes
910,car,64.9,Yes
910,car,28.81,No
910,car,4.5,No
910,car,6.36,No
910,car,10.06,No
910,car,6.36,No
910,car,6.36,No
910,truck,10.06,No
910,traffic light,0.0,No
911,car,6.36,No
911,car,61.21,Yes
911,car,62.52,Yes
911,car,25.46,No
911,car,4.5,No
911,car,9.0,No
911,car,6.36,No
911,car,4.5,No
911,car,4.5,No
911,truck,4.5,No
911,traffic light,0.0,No
912,car,4.5,No
912,car,63.96,Yes
912,car,74.89,Yes
912,car,28.81,No
912,car,6.36,No
912,car,6.36,No
912,car,14.23,No
912,car,0.0,No
912,truck,4.5,No
912,traffic light,6.36,No
913,car,10.06,No
913,car,60.54,Yes
913,car,74.89,Yes
913,car,26.24,No
913,car,10.06,No
913,car,10.06,No
913,car,6.36,No
913,car,6.36,No
913,truck,6.36,No
913,traffic light,0.0,No
914,car,6.36,No
914,car,73.81,Yes
914,car,84.91,Yes
914,car,25.46,No
914,car,6.36,No
914,car,16.22,No
914,car,4.5,No
914,car,4.5,No
914,truck,6.36,No
914,traffic light,0.0,No
915,car,0.0,No
915,car,83.7,Yes
915,car,88.75,Yes
915,car,20.12,No
915,car,0.0,No
915,car,10.06,No
915,car,6.36,No
915,car,0.0,No
915,truck,0.0,No
915,traffic light,4.5,No
916,car,80.12,Yes
916,car,97.35,Yes
916,car,24.23,No
916,car,0.0,No
916,car,10.06,No
916,car,4.5,No
916,car,18.55,No
916,truck,9.0,No
916,traffic light,0.0,No
917,car,76.63,Yes
917,car,101.12,Yes
917,car,24.23,No
917,car,4.5,No
917,car,9.0,No
917,car,10.06,No
917,truck,4.5,No
917,truck,4.5,No
917,traffic light,4.5,No
918,car,90.0,Yes
918,car,106.2,Yes
918,car,19.09,No
918,car,4.5,No
918,car,12.73,No
918,car,9.0,No
918,truck,0.0,No
918,truck,0.0,No
918,bus,0.0,No
919,car,95.67,Yes
919,car,125.03,Yes
919,car,22.5,No
919,car,9.0,No
919,car,10.06,No
919,car,6.36,No
919,truck,0.0,No
919,truck,6.36,No
919,bus,0.0,No
920,car,97.35,Yes
920,car,129.8,Yes
920,car,16.22,No
920,car,0.0,No
920,car,12.73,No
920,car,14.23,No
920,truck,4.5,No
920,truck,9.0,No
920,bus,6.36,No
921,car,99.1,Yes
921,car,142.3,Yes
921,car,16.22,No
921,car,6.36,No
921,car,10.06,No
921,car,4.5,No
921,truck,13.5,No
921,traffic light,4.5,No
922,car,108.93,Yes
922,car,156.01,Yes
922,car,16.22,No
922,car,6.36,No
922,car,6.36,No
922,car,6.36,No
922,truck,9.0,No
922,traffic light,0.0,No
923,car,108.93,Yes
923,car,177.51,Yes
923,car,25.46,No
923,car,4.5,No
923,car,12.73,No
923,car,12.73,No
923,truck,6.36,No
923,bus,0.0,No
924,car,118.8,Yes
924,car,192.24,Yes
924,car,25.46,No
924,car,9.0,No
924,car,10.06,No
924,car,0.0,No
924,truck,6.36,No
924,car,4.5,No
925,car,128.7,Yes
925,car,219.72,Yes
925,car,22.5,No
925,car,4.5,No
925,car,12.73,No
925,car,10.06,No
925,traffic light,6.36,No
925,car,9.0,No
926,car,151.2,Yes
926,car,217.22,Yes
926,car,19.09,No
926,car,6.36,No
926,car,10.06,No
926,car,6.36,No
926,traffic light,0.0,No
926,car,4.5,No
927,car,151.2,Yes
927,car,175.73,Yes
927,car,16.22,No
927,car,0.0,No
927,car,16.22,No
927,car,18.55,No
927,traffic light,0.0,No
927,car,10.06,No
928,car,152.87,Yes
928,car,10.06,No
928,car,6.36,No
928,car,14.23,No
928,car,10.06,No
928,traffic light,0.0,No
928,car,4.5,No
928,car,0.0,No
929,car,112.77,Yes
929,car,16.22,No
929,car,6.36,No
929,car,10.06,No
929,car,10.06,No
929,traffic light,4.5,No
929,car,12.73,No
929,car,6.36,No
930,car,100.62,Yes
930,car,16.22,No
930,car,6.36,No
930,car,16.22,No
930,car,6.36,No
930,traffic light,0.0,No
930,car,4.5,No
931,car,138.63,Yes
931,car,16.22,No
931,car,6.36,No
931,car,9.0,No
931,car,10.06,No
931,traffic light,0.0,No
931,car,6.36,No
931,car,79.61,Yes
932,car,149.59,Yes
932,car,20.12,No
932,car,10.06,No
932,car,14.23,No
932,car,6.36,No
932,car,4.5,No
932,car,227.73,Yes
932,car,10.06,No
933,car,16.22,No
933,car,6.36,No
933,car,16.22,No
933,car,10.06,No
933,car,6.36,No
933,car,212.26,Yes
933,car,6.36,No
934,car,12.73,No
934,car,10.06,No
934,car,16.22,No
934,car,10.06,No
934,car,4.5,No
934,car,167.41,Yes
934,car,10.06,No
935,car,22.5,No
935,car,4.5,No
935,car,16.22,No
935,car,9.0,No
935,car,4.5,No
935,car,151.27,Yes
935,car,4.5,No
936,car,12.73,No
936,car,9.0,No
936,car,10.06,No
936,car,12.73,No
936,car,6.36,No
936,car,134.85,Yes
936,car,6.36,No
937,car,10.06,No
937,car,4.5,No
937,car,10.06,No
937,car,10.06,No
937,car,4.5,No
937,car,136.86,Yes
937,car,9.0,No
938,car,14.23,No
938,car,4.5,No
938,car,14.23,No
938,car,14.23,No
938,car,6.36,No
938,car,114.73,Yes
938,car,10.06,No
939,car,10.06,No
939,truck,4.5,No
939,car,20.12,No
939,car,6.36,No
939,car,4.5,No
939,car,154.84,Yes
939,car,0.0,No
939,car,6.36,No
939,car,4.5,No
940,car,6.36,No
940,truck,0.0,No
